STATION,NAME,DATE,PRCP,SNOW,SNWD
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",1/12/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",1/13/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",1/14/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",1/15/2012,0,,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",1/16/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",1/17/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",1/18/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",1/19/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",1/20/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",1/21/2012,0.64,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",1/22/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",1/23/2012,0.58,,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",1/24/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",1/25/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",1/26/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",1/27/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",1/28/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",1/29/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",1/30/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",1/31/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2/1/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2/2/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2/3/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2/4/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2/5/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2/6/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2/7/2012,0.03,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2/8/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2/9/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2/10/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2/11/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2/12/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2/13/2012,0,,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2/14/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2/15/2012,0.11,,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2/16/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2/17/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2/18/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2/19/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2/20/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2/21/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2/22/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2/23/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2/24/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2/25/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2/26/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2/27/2012,0,,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2/29/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/1/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/2/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/3/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/4/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/5/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/6/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/7/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/8/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/9/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/10/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/11/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/12/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/13/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/14/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/15/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/16/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/17/2012,0.22,,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/18/2012,0,,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/19/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/20/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/21/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/22/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/23/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/24/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/25/2012,0.84,,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/26/2012,0.03,,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/27/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/28/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/29/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/30/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",3/31/2012,0.09,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/1/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/2/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/3/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/4/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/5/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/6/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/7/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/8/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/9/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/10/2012,0.29,,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/11/2012,0.31,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/12/2012,0,,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/13/2012,0.43,,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/14/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/15/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/16/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/17/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/18/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/19/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/20/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/21/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/22/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/23/2012,0.01,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/24/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/25/2012,0.28,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/26/2012,0.11,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/27/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/28/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/29/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",4/30/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/1/2012,0.01,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/2/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/3/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/4/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/5/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/6/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/7/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/8/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/9/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/10/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/11/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/12/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/13/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/14/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/15/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/16/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/17/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/18/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/19/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/20/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/21/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/22/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/23/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/24/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/25/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/26/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/27/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/28/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/29/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/30/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",5/31/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/1/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/2/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/3/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/4/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/5/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/6/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/7/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/8/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/9/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/10/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/11/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/12/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/13/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/14/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/15/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/16/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/17/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/18/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/19/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/20/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/21/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/22/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/23/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/24/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/25/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/26/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/27/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/28/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/29/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",6/30/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/1/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/2/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/3/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/4/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/5/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/6/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/7/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/8/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/9/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/10/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/11/2012,0,0,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/12/2012,0.01,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/13/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/14/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/15/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/16/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/17/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/18/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/19/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/20/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/21/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/22/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/23/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/24/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/25/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/26/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/27/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/28/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/29/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/30/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",7/31/2012,0,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/1/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/2/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/3/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/4/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/5/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/6/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/7/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/8/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/9/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/10/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/11/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/12/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/13/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/14/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/15/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/16/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/17/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/18/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/19/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/20/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/21/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/22/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/23/2012,0,0,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/24/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/25/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/26/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/27/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/28/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/29/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/30/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",8/31/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/1/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/2/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/3/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/4/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/5/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/6/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/7/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/8/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/9/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/10/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/11/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/12/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/13/2012,0,0,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/14/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/15/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/16/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/17/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/18/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/19/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/20/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/21/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/22/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/23/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/24/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/25/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/26/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/27/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/28/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/29/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",9/30/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/1/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/2/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/3/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/4/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/5/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/6/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/7/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/8/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/9/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/10/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/11/2012,0.01,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/12/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/13/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/14/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/15/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/16/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/17/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/18/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/19/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/20/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/21/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/22/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/23/2012,0.04,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/24/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/25/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/26/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/27/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/28/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/29/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/30/2012,0,0,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/31/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",11/1/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",11/2/2012,0,0,0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",11/3/2012,0,0,0
